"","num","Differences","sequencename"
"1",1,642,"gi|8486127|ref|NC_002018.1|A/Puerto_Rico/8/1934_H1N1_|NA|NA|Puerto_Rico|NA"
"1430",1430,17,"gi|356598995|gb|JN992844.1|B/Indiana/05/2010|13_Dec_2010|2010|USA|NA"
"1431",1431,16,"gi|476405598|gb|KC814148.1|B/North_Carolina/13/2011|16_Jan_2011|2011|USA|NA"
"1432",1432,16,"gi|476405570|gb|KC814136.1|B/North_Carolina/17/2011|10_Feb_2011|2011|USA|NA"
"1433",1433,16,"gi|476405560|gb|KC814132.1|B/Utah/03/2011|21_Feb_2011|2011|USA|NA"
"1434",1434,16,"gi|476405477|gb|KC814100.1|B/Vermont/05/2011|12_Apr_2011|2011|USA|NA"
"1435",1435,16,"gi|476405439|gb|KC814085.1|B/Massachusetts/03/2011|20_Apr_2011|2011|USA|NA"
"1436",1436,16,"gi|476405424|gb|KC814079.1|B/Connecticut/03/2011|30_Mar_2011|2011|USA|NA"
"1437",1437,16,"gi|476405373|gb|KC814059.1|B/Virginia/05/2011|04_Feb_2011|2011|USA|NA"
"1438",1438,16,"gi|476405340|gb|KC814046.1|B/Missouri/02/2011|23_Feb_2011|2011|USA|NA"
"1439",1439,16,"gi|476405335|gb|KC814044.1|B/New_Hampshire/02/2011|04_Mar_2011|2011|USA|NA"
"1440",1440,16,"gi|476405295|gb|KC814029.1|B/Arkansas/04/2011|19_Apr_2011|2011|USA|NA"
"1441",1441,16,"gi|476405175|gb|KC813983.1|B/Virginia/02/2011|15_Feb_2011|2011|USA|NA"
"1442",1442,16,"gi|476405116|gb|KC813960.1|B/Virginia/01/2011|25_Jan_2011|2011|USA|NA"
"1443",1443,16,"gi|476405084|gb|KC813948.1|B/Wyoming/03/2011|18_Apr_2011|2011|USA|NA"
"1444",1444,16,"gi|476405042|gb|KC813932.1|B/Kentucky/04/2011|04_Mar_2011|2011|USA|NA"
"1445",1445,16,"gi|476405018|gb|KC813923.1|B/Illinois/02/2011|22_Mar_2011|2011|USA|NA"
"1446",1446,16,"gi|476404964|gb|KC813903.1|B/Utah/04/2011|10_Mar_2011|2011|USA|NA"
"1447",1447,16,"gi|476404935|gb|KC813892.1|B/North_Dakota/02/2011|22_Feb_2011|2011|USA|NA"
"1448",1448,16,"gi|476404914|gb|KC813884.1|B/South_Carolina/01/2011|10_Feb_2011|2011|USA|NA"
"1449",1449,16,"gi|476404908|gb|KC813882.1|B/Kentucky/03/2011|01_Feb_2011|2011|USA|NA"
"1450",1450,16,"gi|476404898|gb|KC813878.1|B/Florida/05/2011|09_Feb_2011|2011|USA|NA"
"1451",1451,16,"gi|476404863|gb|KC813865.1|B/North_Dakota/01/2011|15_Jan_2011|2011|USA|NA"
"1452",1452,16,"gi|476404840|gb|KC813856.1|B/Virginia/03/2011|16_Feb_2011|2011|USA|NA"
"1453",1453,16,"gi|476404772|gb|KC813830.1|B/Missouri/01/2011|14_Jan_2011|2011|USA|NA"
"1454",1454,16,"gi|476404622|gb|KC813774.1|B/Texas/02/2011|07_Jan_2011|2011|USA|NA"
"1455",1455,16,"gi|476404567|gb|KC813753.1|B/Indiana/02/2011|13_Jan_2011|2011|USA|NA"
"1456",1456,16,"gi|476404402|gb|KC813688.1|B/Idaho/04/2011|08_Mar_2011|2011|USA|NA"
"1457",1457,16,"gi|476404352|gb|KC813669.1|B/Nebraska/05/2011|05_Feb_2011|2011|USA|NA"
"1458",1458,16,"gi|476404347|gb|KC813667.1|B/Nebraska/04/2011|04_Feb_2011|2011|USA|NA"
"1459",1459,16,"gi|476404323|gb|KC813658.1|B/North_Carolina/25/2011|04_Mar_2011|2011|USA|NA"
"1460",1460,16,"gi|476404317|gb|KC813656.1|B/North_Carolina/23/2011|18_Feb_2011|2011|USA|NA"
"1461",1461,16,"gi|476404150|gb|KC813589.1|B/Massachusetts/01/2011|08_Feb_2011|2011|USA|NA"
"1462",1462,16,"gi|476404107|gb|KC813573.1|B/Idaho/01/2011|16_Jan_2011|2011|USA|NA"
"1463",1463,16,"gi|476404102|gb|KC813571.1|B/Oklahoma/01/2011|04_Jan_2011|2011|USA|NA"
"1464",1464,16,"gi|476404022|gb|KC813540.1|B/Colorado/01/2011|04_Jan_2011|2011|USA|NA"
"1465",1465,16,"gi|476404001|gb|KC813532.1|B/Arkansas/01/2011|17_Jan_2011|2011|USA|NA"
"1466",1466,16,"gi|476403963|gb|KC813518.1|B/Nebraska/01/2011|06_Jan_2011|2011|USA|NA"
"1467",1467,16,"gi|351589981|gb|JN790334.1|B/Nagasaki/10N089/2011|24_Feb_2011|2011|Japan|AS"
"1468",1468,16,"gi|357528740|gb|JQ034232.1|B/Georgia/01/2011|01_Jan_2011|2011|USA|NA"
"1469",1469,16,"gi|357528731|gb|JQ034239.1|B/Minnesota/01/2011|02_Jan_2011|2011|USA|NA"
"1470",1470,16,"gi|357528715|gb|JQ034245.1|B/Indiana/01/2011|01_Jan_2011|2011|USA|NA"
"1471",1471,16,"gi|356599792|gb|JN993144.1|B/New_Jersey/01/2010|04_Dec_2010|2010|USA|NA"
"1472",1472,16,"gi|356599784|gb|JN993141.1|B/Mississippi/06/2010|10_Nov_2010|2010|USA|NA"
"1473",1473,16,"gi|356599736|gb|JN993123.1|B/New_York/01/2010|29_Sep_2010|2010|USA|NA"
"1474",1474,16,"gi|356599720|gb|JN993117.1|B/Mississippi/08/2010|04_Dec_2010|2010|USA|NA"
"1475",1475,16,"gi|356599712|gb|JN993114.1|B/Maryland/07/2010|30_Nov_2010|2010|USA|NA"
"1476",1476,16,"gi|356599656|gb|JN993093.1|B/Kentucky/03/2010|01_Dec_2010|2010|USA|NA"
"1477",1477,16,"gi|356599616|gb|JN993078.1|B/Mississippi/04/2010|01_Nov_2010|2010|USA|NA"
"1478",1478,16,"gi|356599608|gb|JN993075.1|B/Mississippi/03/2010|18_Oct_2010|2010|USA|NA"
"1479",1479,16,"gi|356599600|gb|JN993072.1|B/Mississippi/02/2010|12_Oct_2010|2010|USA|NA"
"1480",1480,16,"gi|356599059|gb|JN992868.1|B/Georgia/28/2010|24_Nov_2010|2010|USA|NA"
"1481",1481,16,"gi|356599035|gb|JN992859.1|B/Georgia/07/2010|2010|2010|USA|NA"
"1482",1482,16,"gi|356599011|gb|JN992850.1|B/Georgia/11/2010|15_Nov_2010|2010|USA|NA"
"1483",1483,16,"gi|356599003|gb|JN992847.1|B/Georgia/10/2010|08_Nov_2010|2010|USA|NA"
"1484",1484,16,"gi|356598979|gb|JN992838.1|B/Indiana/02/2010|16_Nov_2010|2010|USA|NA"
"1485",1485,16,"gi|356598971|gb|JN992835.1|B/South_Carolina/04/2010|28_Nov_2010|2010|USA|NA"
"1486",1486,16,"gi|356598923|gb|JN992817.1|B/Georgia/08/2010|17_Nov_2010|2010|USA|NA"
"1487",1487,16,"gi|356598907|gb|JN992811.1|B/Georgia/04/2010|06_Oct_2010|2010|USA|NA"
"1488",1488,16,"gi|356598899|gb|JN992808.1|B/Georgia/03/2010|18_Nov_2010|2010|USA|NA"
"1489",1489,14,"gi|488465737|gb|KC892014.1|B/California/02/2012|17_Jan_2012|2012|USA|NA"
"1490",1490,20,"gi|590122981|gb|KJ532172.1|B/Ohio/04/2013|05_Nov_2013|2013|USA|NA"
"1491",1491,20,"gi|590123039|gb|KJ532194.1|B/Texas/08/2013|11_Dec_2013|2013|USA|NA"
"1492",1492,17,"gi|512772331|gb|KF217062.1|B/Utah/02/2013|16_Feb_2013|2013|USA|NA"
"1493",1493,16,"gi|512772267|gb|KF217039.1|B/Nevada/04/2013|31_Jan_2013|2013|USA|NA"
"1494",1494,19,"gi|512771823|gb|KF216871.1|B/West_Virginia/01/2012|17_Dec_2012|2012|USA|NA"
"1495",1495,20,"gi|512770806|gb|KF216489.1|B/Ohio/02/2013|07_Feb_2013|2013|USA|NA"
"1496",1496,19,"gi|512772233|gb|KF217026.1|B/North_Dakota/02/2013|03_Mar_2013|2013|USA|NA"
"1497",1497,18,"gi|512770787|gb|KF216482.1|B/Alaska/03/2013|20_Feb_2013|2013|USA|NA"
"1498",1498,18,"gi|512771604|gb|KF216789.1|B/New_Jersey/04/2013|05_Apr_2013|2013|USA|NA"
"1499",1499,16,"gi|512771677|gb|KF216815.1|B/South_Carolina/04/2012|23_Oct_2012|2012|USA|NA"
"1500",1500,17,"gi|512771631|gb|KF216799.1|B/Florida/38/2012|30_Oct_2012|2012|USA|NA"
"1501",1501,17,"gi|512771474|gb|KF216739.1|B/Florida/36/2012|08_Oct_2012|2012|USA|NA"
"1502",1502,15,"gi|488464798|gb|KC891662.1|B/Florida/19/2012|14_Jul_2012|2012|USA|NA"
"1503",1503,15,"gi|488465142|gb|KC891789.1|B/Hawaii/06/2012|08_Aug_2012|2012|USA|NA"
"1504",1504,14,"gi|488465498|gb|KC891925.1|B/Florida/05/2012|24_May_2012|2012|USA|NA"
"1505",1505,14,"gi|488465342|gb|KC891865.1|B/Florida/07/2012|08_May_2012|2012|USA|NA"
"1506",1506,17,"gi|512771023|gb|KF216570.1|B/Illinois/02/2013|11_Mar_2013|2013|USA|NA"
"1507",1507,16,"gi|512772424|gb|KF217097.1|B/Wisconsin/14/2012|11_Dec_2012|2012|USA|NA"
"1508",1508,16,"gi|512771941|gb|KF216917.1|B/New_York/18/2012|14_Dec_2012|2012|USA|NA"
"1509",1509,16,"gi|512771933|gb|KF216914.1|B/New_York/16/2012|14_Dec_2012|2012|USA|NA"
"1510",1510,16,"gi|512771896|gb|KF216900.1|B/New_York/17/2012|14_Dec_2012|2012|USA|NA"
"1511",1511,17,"gi|512771930|gb|KF216913.1|B/New_York/19/2012|14_Dec_2012|2012|USA|NA"
"1512",1512,16,"gi|512771752|gb|KF216844.1|B/South_Dakota/01/2013|04_Feb_2013|2013|USA|NA"
"1513",1513,16,"gi|512771610|gb|KF216791.1|B/Minnesota/03/2013|25_Mar_2013|2013|USA|NA"
"1514",1514,14,"gi|512771364|gb|KF216698.1|B/Indiana/03/2013|18_Mar_2013|2013|USA|NA"
"1515",1515,15,"gi|512771771|gb|KF216851.1|B/Wisconsin/01/2013|15_Jan_2013|2013|USA|NA"
"1516",1516,15,"gi|512771740|gb|KF216839.1|B/Pennsylvania/07/2012|16_Oct_2012|2012|USA|NA"
"1517",1517,15,"gi|512771132|gb|KF216610.1|B/Wyoming/10/2012|06_Dec_2012|2012|USA|NA"
"1518",1518,21,"gi|512771618|gb|KF216794.1|B/Idaho/03/2013|25_Mar_2013|2013|USA|NA"
"1519",1519,18,"gi|512771551|gb|KF216768.1|B/Iowa/02/2012|08_Oct_2012|2012|USA|NA"
"1520",1520,19,"gi|512772317|gb|KF217057.1|B/Iowa/03/2012|07_Nov_2012|2012|USA|NA"
"1521",1521,19,"gi|512771310|gb|KF216678.1|B/Nebraska/12/2012|26_Dec_2012|2012|USA|NA"
"1522",1522,21,"gi|512772377|gb|KF217079.1|B/Iowa/03/2013|06_Feb_2013|2013|USA|NA"
"1523",1523,20,"gi|512771831|gb|KF216874.1|B/Iowa/09/2012|15_Dec_2012|2012|USA|NA"
"1524",1524,18,"gi|574456238|gb|KJ136153.1|B/California/05/2013|19_Apr_2013|2013|USA|NA"
"1525",1525,16,"gi|512772228|gb|KF217024.1|B/Wyoming/03/2013|04_Mar_2013|2013|USA|NA"
"1526",1526,16,"gi|512771705|gb|KF216826.1|B/Utah/08/2012|13_Oct_2012|2012|USA|NA"
"1527",1527,16,"gi|512771293|gb|KF216672.1|B/Utah/17/2012|25_Dec_2012|2012|USA|NA"
"1528",1528,16,"gi|512770737|gb|KF216464.1|B/Utah/08/2012|13_Oct_2012|2012|USA|NA"
"1529",1529,18,"gi|512771481|gb|KF216742.1|B/Minnesota/03/2012|13_Oct_2012|2012|USA|NA"
"1530",1530,17,"gi|512771588|gb|KF216782.1|B/Wisconsin/11/2012|12_Oct_2012|2012|USA|NA"
"1531",1531,17,"gi|512771110|gb|KF216602.1|B/Wisconsin/10/2012|20_Sep_2012|2012|USA|NA"
"1532",1532,15,"gi|488466009|gb|KC892116.1|B/Washington/08/2011|05_Oct_2011|2011|USA|NA"
"1533",1533,14,"gi|488464801|gb|KC891663.1|B/California/11/2011|03_Nov_2011|2011|USA|NA"
"1534",1534,14,"gi|488465004|gb|KC891739.1|B/Washington/08/2012|03_May_2012|2012|USA|NA"
"1535",1535,14,"gi|488466003|gb|KC892114.1|B/Virginia/03/2012|09_May_2012|2012|USA|NA"
"1536",1536,12,"gi|488464728|gb|KC891636.1|B/New_Mexico/01/2012|11_Jan_2012|2012|USA|NA"
"1537",1537,16,"gi|512772437|gb|KF217102.1|B/Florida/33/2012|02_Sep_2012|2012|USA|NA"
"1538",1538,16,"gi|512771376|gb|KF216702.1|B/Oklahoma/04/2013|14_Mar_2013|2013|USA|NA"
"1539",1539,16,"gi|488464996|gb|KC891736.1|B/Texas/09/2012|09_May_2012|2012|USA|NA"
"1540",1540,14,"gi|488465301|gb|KC891850.1|B/Florida/22/2012|24_Jul_2012|2012|USA|NA"
"1541",1541,14,"gi|488465182|gb|KC891804.1|B/Texas/03/2012|29_Feb_2012|2012|USA|NA"
"1542",1542,14,"gi|488464672|gb|KC891615.1|B/Texas/02/2012|25_Jan_2012|2012|USA|NA"
"1543",1543,18,"gi|590123111|gb|KJ532221.1|B/Michigan/02/2013|11_Dec_2013|2013|USA|NA"
"1544",1544,19,"gi|590123188|gb|KJ532252.1|B/Montana/05/2013|02_Nov_2013|2013|USA|NA"
"1545",1545,18,"gi|590123071|gb|KJ532206.1|B/Wisconsin/05/2013|06_Nov_2013|2013|USA|NA"
"1546",1546,18,"gi|590122941|gb|KJ532156.1|B/Hawaii/11/2013|07_Dec_2013|2013|USA|NA"
"1547",1547,17,"gi|574456337|gb|KJ136190.1|B/North_Carolina/10/2013|20_Apr_2013|2013|USA|NA"
"1548",1548,18,"gi|574456329|gb|KJ136187.1|B/Georgia/07/2013|15_Apr_2013|2013|USA|NA"
"1549",1549,17,"gi|512772386|gb|KF217082.1|B/Montana/05/2012|21_Oct_2012|2012|USA|NA"
"1550",1550,17,"gi|512772339|gb|KF217065.1|B/Montana/06/2012|28_Oct_2012|2012|USA|NA"
"1551",1551,17,"gi|512771147|gb|KF216616.1|B/Montana/05/2012|21_Oct_2012|2012|USA|NA"
"1552",1552,16,"gi|488465012|gb|KC891742.1|B/Nevada/03/2012|01_May_2012|2012|USA|NA"
"1553",1553,14,"gi|488465320|gb|KC891857.1|B/Alaska/10/2011|22_Nov_2011|2011|USA|NA"
"1554",1554,15,"gi|488464856|gb|KC891684.1|B/Alaska/09/2011|19_Oct_2011|2011|USA|NA"
"1555",1555,15,"gi|488465205|gb|KC891813.1|B/Delaware/03/2012|10_Mar_2012|2012|USA|NA"
"1556",1556,15,"gi|488464972|gb|KC891727.1|B/New_Jersey/01/2012|26_Apr_2012|2012|USA|NA"
"1557",1557,15,"gi|488464964|gb|KC891724.1|B/New_Jersey/01/2012|26_Apr_2012|2012|USA|NA"
"1558",1558,15,"gi|488465858|gb|KC892060.1|B/Connecticut/01/2012|11_Feb_2012|2012|USA|NA"
"1559",1559,15,"gi|512772432|gb|KF217100.1|B/Pennsylvania/05/2012|30_Aug_2012|2012|USA|NA"
"1560",1560,15,"gi|488465970|gb|KC892102.1|B/Pennsylvania/05/2012|30_Aug_2012|2012|USA|NA"
"1561",1561,16,"gi|632802600|gb|CY182619.1|B/Nicaragua/AGB2_38/2012|16_Oct_2012|2012|Nicaragua|NA"
"1562",1562,16,"gi|512771499|gb|KF216748.1|B/New_Jersey/02/2012|24_Sep_2012|2012|USA|NA"
"1563",1563,15,"gi|488465954|gb|KC892096.1|B/Pennsylvania/04/2012|13_Jun_2012|2012|USA|NA"
"1564",1564,15,"gi|488465678|gb|KC891992.1|B/New_Hampshire/08/2012|24_May_2012|2012|USA|NA"
"1565",1565,16,"gi|488465887|gb|KC892071.1|B/Florida/04/2012|02_Apr_2012|2012|USA|NA"
"1566",1566,15,"gi|387230743|gb|JQ943665.1|B/Ontario/0010628/2012|12_Mar_2012|2012|Canada|NA"
"1567",1567,14,"gi|488465646|gb|KC891980.1|B/Wyoming/03/2012|22_May_2012|2012|USA|NA"
"1568",1568,14,"gi|488465416|gb|KC891893.1|B/Texas/05/2012|21_Mar_2012|2012|USA|NA"
"1569",1569,14,"gi|451330389|gb|KC479006.1|B/Ontario/1126626/2011|25_Dec_2011|2011|Canada|NA"
"1570",1570,14,"gi|451330344|gb|KC478991.1|B/Ontario/0058337/2012|Feb_2012|2012|Canada|NA"
"1571",1571,15,"gi|488465751|gb|KC892019.1|B/Utah/07/2012|17_Jun_2012|2012|USA|NA"
"1572",1572,16,"gi|488465376|gb|KC891878.1|B/Utah/04/2012|15_May_2012|2012|USA|NA"
"1573",1573,14,"gi|488465745|gb|KC892017.1|B/Florida/01/2012|18_Jan_2012|2012|USA|NA"
"1574",1574,15,"gi|514833771|gb|KF234473.1|B/Irkutsk/489/2012|31_Jul_2012|2012|Russia|AS"
"1575",1575,17,"gi|512772297|gb|KF217050.1|B/Massachusetts/01/2013|04_Feb_2013|2013|USA|NA"
"1576",1576,13,"gi|512772128|gb|KF216988.1|B/Kentucky/04/2012|30_Oct_2012|2012|USA|NA"
"1577",1577,15,"gi|512770728|gb|KF216461.1|B/New_York/20/2012|28_Nov_2012|2012|USA|NA"
"1578",1578,15,"gi|488465452|gb|KC891907.1|B/Wisconsin/03/2012|2012|2012|USA|NA"
"1579",1579,15,"gi|488465774|gb|KC892028.1|B/Washington/04/2012|11_Apr_2012|2012|USA|NA"
"1580",1580,15,"gi|488465486|gb|KC891921.1|B/Wisconsin/06/2012|24_May_2012|2012|USA|NA"
"1581",1581,14,"gi|451329940|gb|KC488852.1|B/Kaliningrad/RII03/2012|21_Mar_2012|2012|Russia|AS"
"1582",1582,14,"gi|451329945|gb|KC488854.1|A/Kaliningrad/RII06/2012|14_Mar_2012|2012|Russia|AS"
"1583",1583,14,"gi|387230740|gb|JQ943664.1|B/Ontario/0100744/2012|31_Jan_2012|2012|Canada|NA"
"1584",1584,15,"gi|574456424|gb|KJ136223.1|B/Rhode_Island/01/2013|24_Apr_2013|2013|USA|NA"
"1585",1585,15,"gi|512771817|gb|KF216869.1|B/Pennsylvania/06/2012|07_Sep_2012|2012|USA|NA"
"1586",1586,15,"gi|512771192|gb|KF216632.1|B/Pennsylvania/06/2012|07_Sep_2012|2012|USA|NA"
"1587",1587,14,"gi|488465368|gb|KC891875.1|B/New_York/03/2012|12_Apr_2012|2012|USA|NA"
"1588",1588,15,"gi|632802581|gb|CY182611.1|B/Nicaragua/AGB2_37/2012|14_Oct_2012|2012|Nicaragua|NA"
"1589",1589,15,"gi|488464907|gb|KC891703.1|B/New_York/08/2012|23_Jul_2012|2012|USA|NA"
"1590",1590,15,"gi|488464892|gb|KC891698.1|B/New_York/07/2012|24_Jul_2012|2012|USA|NA"
"1591",1591,14,"gi|488465134|gb|KC891786.1|B/South_Carolina/01/2012|14_Feb_2012|2012|USA|NA"
"1592",1592,14,"gi|512771036|gb|KF216575.1|B/Wyoming/04/2012|05_Sep_2012|2012|USA|NA"
"1593",1593,14,"gi|512770834|gb|KF216499.1|B/Nebraska/05/2012|20_Nov_2012|2012|USA|NA"
"1594",1594,14,"gi|488465592|gb|KC891960.1|B/Kentucky/01/2012|09_Mar_2012|2012|USA|NA"
"1595",1595,14,"gi|488465967|gb|KC892101.1|B/Nevada/10/2012|26_Jun_2012|2012|USA|NA"
"1596",1596,13,"gi|488465534|gb|KC891938.1|B/Wisconsin/01/2012|06_Jan_2012|2012|USA|NA"
"1597",1597,13,"gi|488465440|gb|KC891902.1|B/Indiana/01/2012|14_Mar_2012|2012|USA|NA"
"1598",1598,13,"gi|488464752|gb|KC891645.1|B/Maryland/02/2012|24_Jan_2012|2012|USA|NA"
"1599",1599,13,"gi|488464688|gb|KC891621.1|B/Missouri/02/2012|06_Feb_2012|2012|USA|NA"
"1600",1600,14,"gi|512772134|gb|KF216990.1|B/Ohio/02/2012|26_Oct_2012|2012|USA|NA"
"1601",1601,13,"gi|488464980|gb|KC891730.1|B/Delaware/07/2012|01_May_2012|2012|USA|NA"
"1602",1602,25,"gi|451329974|gb|KC488867.1|B/Saint_Petersburg/RII18/2012|13_Mar_2012|2012|Russia|AS"
"1603",1603,13,"gi|512771774|gb|KF216852.1|B/Wisconsin/02/2013|06_Feb_2013|2013|USA|NA"
"1604",1604,13,"gi|488465353|gb|KC891869.1|B/Wisconsin/07/2012|04_May_2012|2012|USA|NA"
"1605",1605,13,"gi|512772247|gb|KF217031.1|B/Hawaii/15/2012|18_Dec_2012|2012|USA|NA"
"1606",1606,13,"gi|512771033|gb|KF216574.1|B/Hawaii/11/2012|08_Sep_2012|2012|USA|NA"
"1607",1607,14,"gi|512772239|gb|KF217028.1|B/New_Hampshire/03/2013|11_Mar_2013|2013|USA|NA"
"1608",1608,13,"gi|512771674|gb|KF216814.1|B/Maryland/07/2012|20_Oct_2012|2012|USA|NA"
"1609",1609,14,"gi|488465951|gb|KC892095.1|B/Florida/10/2012|02_Jul_2012|2012|USA|NA"
"1610",1610,13,"gi|488465806|gb|KC892040.1|B/Maryland/06/2012|20_Jun_2012|2012|USA|NA"
"1611",1611,13,"gi|488465067|gb|KC891762.1|B/Vermont/02/2012|13_Mar_2012|2012|USA|NA"
"1612",1612,13,"gi|574456432|gb|KJ136226.1|B/Massachusetts/04/2013|06_Apr_2013|2013|USA|NA"
"1613",1613,13,"gi|512770939|gb|KF216539.1|B/Massachusetts/03/2013|01_Mar_2013|2013|USA|NA"
"1614",1614,13,"gi|488465172|gb|KC891800.1|B/Maine/02/2012|26_Feb_2012|2012|USA|NA"
"1615",1615,13,"gi|488464926|gb|KC891710.1|B/New_Hampshire/06/2012|16_Apr_2012|2012|USA|NA"
"1616",1616,13,"gi|451330368|gb|KC478999.1|B/Ontario/0134209/2012|09_Feb_2012|2012|Canada|NA"
"1617",1617,13,"gi|451330362|gb|KC478997.1|B/Ontario/0020731/2012|25_Feb_2012|2012|Canada|NA"
"1618",1618,13,"gi|451330394|gb|KC479008.1|B/Ontario/0010724/2012|20_Mar_2012|2012|Canada|NA"
"1619",1619,12,"gi|488465798|gb|KC892037.1|B/Idaho/03/2012|10_Jun_2012|2012|USA|NA"
"1620",1620,12,"gi|488464814|gb|KC891668.1|B/South_Carolina/02/2011|15_Nov_2011|2011|USA|NA"
"1621",1621,12,"gi|451330377|gb|KC479002.1|B/Ontario/0182047/2012|21_Feb_2012|2012|Canada|NA"
"1622",1622,22,"gi|512771837|gb|KF216876.1|B/North_Dakota/04/2012|28_Dec_2012|2012|USA|NA"
"1623",1623,21,"gi|590123132|gb|KJ532229.1|B/Florida/01/2014|14_Jan_2014|2014|USA|NA"
"1624",1624,20,"gi|512771184|gb|KF216629.1|B/Washington/02/2013|18_Mar_2013|2013|USA|NA"
"1625",1625,20,"gi|512771468|gb|KF216737.1|B/Nevada/14/2012|09_Oct_2012|2012|USA|NA"
"1626",1626,19,"gi|574456230|gb|KJ136150.1|B/Nevada/09/2013|02_May_2013|2013|USA|NA"
"1627",1627,19,"gi|512771176|gb|KF216626.1|B/Louisiana/01/2012|06_Dec_2012|2012|USA|NA"
"1628",1628,17,"gi|488464915|gb|KC891706.1|B/Nevada/13/2012|20_Jul_2012|2012|USA|NA"
"1629",1629,18,"gi|488464789|gb|KC891659.1|B/Washington/12/2012|16_Jul_2012|2012|USA|NA"
"1630",1630,20,"gi|590123139|gb|KJ532232.1|B/Florida/10/2013|04_Dec_2013|2013|USA|NA"
"1631",1631,17,"gi|512771430|gb|KF216723.1|B/Delaware/04/2013|18_Mar_2013|2013|USA|NA"
"1632",1632,17,"gi|512771345|gb|KF216691.1|B/New_York/14/2012|26_Nov_2012|2012|USA|NA"
"1633",1633,17,"gi|512771777|gb|KF216853.1|B/Virginia/05/2013|08_Apr_2013|2013|USA|NA"
"1634",1634,17,"gi|512771640|gb|KF216802.1|B/Pennsylvania/03/2013|16_Apr_2013|2013|USA|NA"
"1635",1635,17,"gi|574456464|gb|KJ136238.1|B/Colorado/05/2013|02_Apr_2013|2013|USA|NA"
"1636",1636,17,"gi|512772403|gb|KF217089.1|B/Texas/20/2012|12_Nov_2012|2012|USA|NA"
"1637",1637,17,"gi|512772380|gb|KF217080.1|B/Nevada/05/2013|13_Feb_2013|2013|USA|NA"
"1638",1638,17,"gi|512772140|gb|KF216992.1|B/North_Dakota/01/2012|07_Nov_2012|2012|USA|NA"
"1639",1639,19,"gi|512771997|gb|KF216938.1|B/Iowa/04/2013|08_Mar_2013|2013|USA|NA"
"1640",1640,17,"gi|512771263|gb|KF216660.1|B/Nebraska/13/2012|30_Dec_2012|2012|USA|NA"
"1641",1641,15,"gi|488464901|gb|KC891701.1|B/Alaska/12/2012|14_Jun_2012|2012|USA|NA"
"1642",1642,17,"gi|590123063|gb|KJ532203.1|B/Florida/07/2013|07_Nov_2013|2013|USA|NA"
"1643",1643,17,"gi|574456262|gb|KJ136162.1|B/Nevada/10/2013|20_May_2013|2013|USA|NA"
"1644",1644,17,"gi|512770811|gb|KF216491.1|B/New_Mexico/02/2013|18_Feb_2013|2013|USA|NA"
"1645",1645,16,"gi|512772236|gb|KF217027.1|B/Texas/02/2013|09_Jan_2013|2013|USA|NA"
"1646",1646,16,"gi|512770776|gb|KF216478.1|B/Texas/02/2013|09_Jan_2013|2013|USA|NA"
"1647",1647,17,"gi|512770757|gb|KF216471.1|B/Massachusetts/02/2013|02_Mar_2013|2013|USA|NA"
"1648",1648,16,"gi|512771342|gb|KF216690.1|B/Connecticut/04/2012|03_Dec_2012|2012|USA|NA"
"1649",1649,15,"gi|590123087|gb|KJ532212.1|B/Florida/08/2013|30_Nov_2013|2013|USA|NA"
"1650",1650,16,"gi|512772186|gb|KF217008.1|B/Vermont/01/2013|14_Jan_2013|2013|USA|NA"
"1651",1651,17,"gi|590122976|gb|KJ532170.1|B/Arizona/01/2014|02_Jan_2014|2014|USA|NA"
"1652",1652,16,"gi|488465251|gb|KC891831.1|B/California/07/2012|23_Jul_2012|2012|USA|NA"
"1653",1653,16,"gi|574456408|gb|KJ136217.1|B/New_Jersey/07/2013|08_May_2013|2013|USA|NA"
"1654",1654,16,"gi|488465464|gb|KC891912.1|B/Washington/09/2012|23_May_2012|2012|USA|NA"
"1655",1655,16,"gi|512771456|gb|KF216733.1|B/Vermont/02/2013|07_Apr_2013|2013|USA|NA"
"1656",1656,16,"gi|512771329|gb|KF216685.1|B/Wisconsin/16/2012|09_Dec_2012|2012|USA|NA"
"1657",1657,16,"gi|512771219|gb|KF216643.1|B/Hawaii/12/2012|15_Aug_2012|2012|USA|NA"
"1658",1658,16,"gi|512771216|gb|KF216642.1|B/Hawaii/12/2012|15_Aug_2012|2012|USA|NA"
"1659",1659,16,"gi|512770960|gb|KF216546.1|B/Delaware/01/2013|21_Feb_2013|2013|USA|NA"
"1660",1660,16,"gi|512770948|gb|KF216542.1|B/Montana/01/2013|01_Mar_2013|2013|USA|NA"
"1661",1661,16,"gi|488465941|gb|KC892091.1|B/Hawaii/09/2012|24_Jul_2012|2012|USA|NA"
"1662",1662,16,"gi|488465501|gb|KC891926.1|B/Hawaii/09/2012|24_Jul_2012|2012|USA|NA"
"1663",1663,16,"gi|488466021|gb|KC892121.1|B/California/03/2012|20_Jan_2012|2012|USA|NA"
"1664",1664,16,"gi|488465895|gb|KC892074.1|B/Maryland/05/2012|08_Apr_2012|2012|USA|NA"
"1665",1665,16,"gi|590123172|gb|KJ532245.1|B/Maine/01/2013|02_Dec_2013|2013|USA|NA"
"1666",1666,16,"gi|590123129|gb|KJ532228.1|B/Michigan/03/2013|28_Dec_2013|2013|USA|NA"
